2.531130095179647821e-01 1.195648888750308614e-01
2.387315885226258538e-01 1.295286296146167526e-01
2.243501675272869811e-01 1.394923703542026439e-01
2.099687465319480251e-01 1.494561110937885351e-01
1.955873255366091246e-01 1.594198518333744263e-01
1.812059045412702518e-01 1.693835925729603731e-01
1.668244835459313236e-01 1.793473333125462643e-01
1.524430625505924231e-01 1.893110740521321278e-01
1.380616415552535226e-01 1.992748147917180745e-01
1.208039363608468253e-01 1.743654629427533187e-01
1.035462311664401419e-01 1.494561110937885628e-01
8.628852597203345853e-02 1.245467592448237931e-01
6.903082077762676128e-02 9.963740739585903727e-02
5.177311558322007096e-02 7.472805554689428142e-02
3.451541038881338064e-02 4.981870369792951864e-02
1.725770519440669032e-02 2.490935184896475932e-02
0.000000000000000000e+00 0.000000000000000000e+00
2.876284199067781489e-02 -1.992748147917180329e-02
5.752568398135562977e-02 -3.985496295834360658e-02
8.628852597203344466e-02 -5.978244443751540987e-02
1.150513679627112595e-01 -7.970992591668721317e-02
1.438142099533890605e-01 -9.963740739585900952e-02
1.725770519440668893e-01 -1.195648888750308197e-01
2.013398939347446626e-01 -1.394923703542026439e-01
2.301027359254225191e-01 -1.594198518333744263e-01
2.329790201244902881e-01 -1.245467592448237515e-01
2.358553043235580571e-01 -8.967366665627310440e-02
2.387315885226258538e-01 -5.480057406772242956e-02
2.416078727216936506e-01 -1.992748147917178247e-02
2.444841569207614196e-01 1.494561110937886461e-02
2.473604411198291886e-01 4.981870369792951170e-02
2.502367253188970131e-01 8.469179628648018654e-02
