6.666666666666666297e-01 3.333333333333333148e-01
6.458333333333332593e-01 2.916666666666666297e-01
6.250000000000000000e-01 2.500000000000000000e-01
6.041666666666666297e-01 2.083333333333333148e-01
5.833333333333332593e-01 1.666666666666666574e-01
5.625000000000000000e-01 1.250000000000000000e-01
5.416666666666666297e-01 8.333333333333331483e-02
5.208333333333332593e-01 4.166666666666668517e-02
5.000000000000000000e-01 0.000000000000000000e+00
4.375000000000000000e-01 0.000000000000000000e+00
3.750000000000000000e-01 0.000000000000000000e+00
3.125000000000000000e-01 0.000000000000000000e+00
2.500000000000000000e-01 0.000000000000000000e+00
1.875000000000000000e-01 0.000000000000000000e+00
1.250000000000000000e-01 0.000000000000000000e+00
6.250000000000000000e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
4.166666666666666435e-02 8.333333333333332871e-02
8.333333333333332871e-02 1.666666666666666574e-01
1.250000000000000000e-01 2.500000000000000000e-01
1.666666666666666574e-01 3.333333333333333148e-01
2.083333333333333148e-01 4.166666666666666297e-01
2.500000000000000000e-01 5.000000000000000000e-01
2.916666666666666297e-01 5.833333333333332593e-01
3.333333333333333148e-01 6.666666666666666297e-01
3.750000000000000000e-01 6.250000000000000000e-01
4.166666666666666297e-01 5.833333333333332593e-01
4.583333333333333148e-01 5.416666666666666297e-01
5.000000000000000000e-01 5.000000000000000000e-01
5.416666666666666297e-01 4.583333333333333148e-01
5.833333333333332593e-01 4.166666666666666297e-01
6.250000000000000000e-01 3.750000000000000000e-01
