432
       0.00000000       0.00000000       0.00000000 
       0.89175000       0.89175000       0.89175000 
       1.78350000       1.78350000       0.00000000 
       2.67525000       2.67525000       0.89175000 
       3.56700000       3.56700000       0.00000000 
       4.45875000       4.45875000       0.89175000 
       5.35050000       5.35050000       0.00000000 
       6.24225000       6.24225000       0.89175000 
       7.13400000       7.13400000       0.00000000 
       8.02575000       8.02575000       0.89175000 
       8.91750000       8.91750000       0.00000000 
       9.80925000       9.80925000       0.89175000 
       1.78350000       0.00000000       1.78350000 
       2.67525000       0.89175000       2.67525000 
       3.56700000       1.78350000       1.78350000 
       4.45875000       2.67525000       2.67525000 
       5.35050000       3.56700000       1.78350000 
       6.24225000       4.45875000       2.67525000 
       7.13400000       5.35050000       1.78350000 
       8.02575000       6.24225000       2.67525000 
       8.91750000       7.13400000       1.78350000 
       9.80925000       8.02575000       2.67525000 
      10.70100000       8.91750000       1.78350000 
      11.59275000       9.80925000       2.67525000 
       3.56700000       0.00000000       3.56700000 
       4.45875000       0.89175000       4.45875000 
       5.35050000       1.78350000       3.56700000 
       6.24225000       2.67525000       4.45875000 
       7.13400000       3.56700000       3.56700000 
       8.02575000       4.45875000       4.45875000 
       8.91750000       5.35050000       3.56700000 
       9.80925000       6.24225000       4.45875000 
      10.70100000       7.13400000       3.56700000 
      11.59275000       8.02575000       4.45875000 
      12.48450000       8.91750000       3.56700000 
      13.37625000       9.80925000       4.45875000 
       5.35050000       0.00000000       5.35050000 
       6.24225000       0.89175000       6.24225000 
       7.13400000       1.78350000       5.35050000 
       8.02575000       2.67525000       6.24225000 
       8.91750000       3.56700000       5.35050000 
       9.80925000       4.45875000       6.24225000 
      10.70100000       5.35050000       5.35050000 
      11.59275000       6.24225000       6.24225000 
      12.48450000       7.13400000       5.35050000 
      13.37625000       8.02575000       6.24225000 
      14.26800000       8.91750000       5.35050000 
      15.15975000       9.80925000       6.24225000 
       7.13400000       0.00000000       7.13400000 
       8.02575000       0.89175000       8.02575000 
       8.91750000       1.78350000       7.13400000 
       9.80925000       2.67525000       8.02575000 
      10.70100000       3.56700000       7.13400000 
      11.59275000       4.45875000       8.02575000 
      12.48450000       5.35050000       7.13400000 
      13.37625000       6.24225000       8.02575000 
