DEVICE;TYPEID;M;N;K;S;GFLOPS;BS;BM;BN;BK;WS;WG;LU;NZ;AL;TB;TC;AP;AA;AB;AC
gfx90a [0x989f];3;11;5;5;30000;0;10;11;1;1;1;0;-2;0;1;1;1;1;0;0;0;0
gfx90a [0x989f];3;11;5;11;30000;0;10;11;1;1;1;0;0;0;0;0;1;1;0;2;0;0
gfx90a [0x989f];3;11;6;6;30000;0;12;11;1;6;1;1;0;0;1;1;1;1;2;1;0;0
gfx90a [0x989f];3;11;6;11;30000;0;12;11;1;1;1;-1;0;0;1;1;1;1;2;2;0;0
gfx90a [0x989f];3;11;7;7;30000;0;13;11;1;1;1;-1;0;0;1;1;1;1;2;0;0;0
gfx90a [0x989f];3;11;7;11;30000;0;5;8;1;7;1;-1;2;0;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;11;11;3;30000;0;22;11;1;2;1;-1;1;0;1;0;1;1;2;0;1;0
gfx90a [0x989f];3;11;11;4;30000;0;20;11;1;2;1;-1;-2;0;1;1;1;1;0;0;0;0
gfx90a [0x989f];3;11;11;5;30000;0;20;11;1;5;1;-2;1;0;1;1;1;1;2;0;1;0
gfx90a [0x989f];3;11;11;6;30000;0;24;11;1;1;1;-2;0;0;0;0;1;1;2;2;0;0
gfx90a [0x989f];3;11;11;7;30000;0;9;8;1;7;1;0;1;0;1;0;1;0;1;2;0;0
gfx90a [0x989f];3;11;11;11;30000;0;12;11;1;10;1;-2;-2;0;1;0;1;1;2;0;0;0
gfx90a [0x989f];3;11;11;16;30000;0;3;8;1;11;1;1;-1;1;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;11;11;23;30000;0;15;11;1;1;1;1;-1;0;1;1;1;1;2;2;0;0
gfx90a [0x989f];3;11;16;11;30000;0;15;11;1;1;1;0;-2;0;1;0;1;1;2;2;0;0
gfx90a [0x989f];3;11;16;16;30000;0;3;8;1;1;1;-1;-1;1;1;0;1;0;1;2;0;0
gfx90a [0x989f];3;11;23;11;30000;0;40;11;1;1;1;-1;-2;1;0;0;1;1;2;0;1;0
gfx90a [0x989f];3;11;23;23;30000;0;3;8;1;7;1;-1;2;0;1;0;1;0;1;2;1;0
gfx90a [0x989f];3;12;3;3;30000;0;15;12;1;2;1;-1;-2;0;1;0;1;0;0;0;0;0
gfx90a [0x989f];3;12;3;12;30000;0;10;12;1;1;1;1;-2;0;0;1;1;1;0;2;1;0
gfx90a [0x989f];3;12;4;4;30000;0;11;12;1;12;1;0;0;0;1;0;1;1;0;0;0;0
gfx90a [0x989f];3;12;4;12;30000;0;12;12;1;1;12;1;0;0;0;1;1;1;0;2;1;0
gfx90a [0x989f];3;12;5;5;30000;0;10;12;1;7;1;0;0;0;1;1;1;1;2;0;0;0
gfx90a [0x989f];3;12;5;12;30000;0;12;12;1;1;1;0;-2;0;1;1;1;1;2;0;0;0
gfx90a [0x989f];3;12;6;6;30000;0;13;12;1;1;1;1;-2;0;1;0;1;1;0;0;1;0
gfx90a [0x989f];3;12;6;12;30000;0;12;12;1;1;1;-1;-2;1;1;1;1;1;2;0;1;0
gfx90a [0x989f];3;12;7;7;30000;0;15;12;1;1;1;0;0;1;1;1;1;1;2;0;1;0
gfx90a [0x989f];3;12;7;12;30000;0;12;12;1;1;1;-1;0;0;1;1;1;1;0;2;1;0
gfx90a [0x989f];3;12;12;3;30000;0;20;12;1;12;0;-2;-2;0;1;0;1;0;2;2;0;0
gfx90a [0x989f];3;12;12;4;30000;0;20;12;1;9;0;0;-2;0;0;0;1;0;2;0;0;0
gfx90a [0x989f];3;12;12;5;30000;0;9;12;1;2;1;-1;2;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;12;12;6;30000;0;15;12;1;12;1;-2;-2;0;0;0;1;0;0;0;0;0
gfx90a [0x989f];3;12;12;7;30000;0;15;12;1;1;1;-2;-2;0;0;0;1;0;2;0;0;0
gfx90a [0x989f];3;12;12;12;30000;0;12;12;1;8;1;0;0;0;1;0;1;1;0;1;0;0
gfx90a [0x989f];3;12;12;16;30000;0;12;12;1;1;1;-1;-2;0;0;0;1;0;2;1;0;0
gfx90a [0x989f];3;12;12;23;30000;0;4;8;1;2;1;1;2;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;12;16;12;30000;0;4;8;1;5;1;0;1;0;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;12;16;16;30000;0;15;12;1;1;1;1;0;0;0;1;1;1;2;2;0;0
gfx90a [0x989f];3;12;23;12;30000;0;20;12;1;1;1;0;-2;0;0;1;1;1;2;2;1;0
gfx90a [0x989f];3;12;23;23;30000;0;3;8;1;8;1;-2;-2;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;13;13;13;30000;0;12;13;1;11;1;0;-1;0;1;0;1;1;0;2;1;0
gfx90a [0x989f];3;13;13;23;30000;0;12;13;1;1;1;-2;-2;0;1;0;1;1;2;0;1;0
gfx90a [0x989f];3;13;13;32;30000;0;3;13;1;9;13;0;2;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;13;23;13;30000;0;30;8;1;10;1;1;2;0;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;13;23;23;30000;0;3;8;1;6;1;-1;2;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;14;14;14;30000;0;10;14;1;10;1;0;0;0;1;1;1;1;0;2;0;0
gfx90a [0x989f];3;14;14;23;30000;0;15;14;1;1;1;-2;0;0;1;1;1;1;2;0;1;0
gfx90a [0x989f];3;14;14;29;30000;0;4;8;1;5;14;0;1;0;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;14;14;32;30000;0;3;8;1;9;1;1;2;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;14;23;14;30000;0;26;8;1;2;1;-2;1;0;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;14;23;23;30000;0;40;8;1;3;1;1;2;0;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;14;29;14;30000;0;40;8;1;14;1;-1;1;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;14;29;29;30000;0;3;8;1;7;1;1;1;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;14;29;32;30000;0;3;8;1;4;1;1;1;0;1;1;1;0;1;2;1;0
gfx90a [0x989f];3;14;32;14;30000;0;50;8;1;14;1;1;3;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;14;32;29;30000;0;3;8;1;2;1;1;4;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;14;32;32;30000;0;40;8;1;4;1;1;4;0;1;0;1;1;1;0;1;0
gfx90a [0x989f];3;15;15;15;30000;0;5;8;1;3;1;0;0;0;1;1;1;0;1;0;1;0
gfx90a [0x989f];3;15;15;23;30000;0;4;8;1;15;1;0;0;1;1;1;1;0;1;0;1;0
gfx90a [0x989f];3;15;23;15;30000;0;4;8;1;11;1;0;-2;1;1;1;1;0;1;2;1;0
gfx90a [0x989f];3;15;23;23;30000;0;4;8;1;6;1;-1;3;1;1;0;1;0;1;2;1;0
gfx90a [0x989f];3;16;3;3;30000;0;15;16;1;10;0;-1;-2;0;1;0;1;1;0;0;0;0
gfx90a [0x989f];3;16;3;16;30000;0;15;16;1;1;1;-2;0;0;1;0;1;1;2;0;1;0
gfx90a [0x989f];3;16;4;4;30000;0;12;16;1;6;1;0;-1;0;1;0;1;1;0;0;1;0
gfx90a [0x989f];3;16;4;16;30000;0;4;8;1;7;1;0;-1;1;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;16;5;5;30000;0;21;8;1;7;1;-2;-2;0;0;1;1;0;1;2;0;0
gfx90a [0x989f];3;16;5;16;30000;0;8;8;1;6;1;-1;2;0;1;0;1;0;1;0;0;0
gfx90a [0x989f];3;16;6;6;30000;0;9;16;1;1;1;1;-2;1;0;1;1;1;2;0;1;0
gfx90a [0x989f];3;16;6;16;30000;0;12;16;1;1;1;1;0;0;1;1;1;1;2;0;1;0
gfx90a [0x989f];3;16;7;7;30000;0;10;16;1;1;0;-2;0;0;1;1;1;1;2;2;1;0
gfx90a [0x989f];3;16;7;16;30000;0;24;16;1;13;1;0;0;0;1;0;1;1;2;2;0;0
gfx90a [0x989f];3;16;8;8;30000;0;24;16;1;3;0;-2;-1;0;0;0;1;1;2;2;1;0
gfx90a [0x989f];3;16;8;16;30000;0;7;8;1;4;1;0;0;1;0;1;1;0;1;2;0;0
gfx90a [0x989f];3;16;9;9;30000;0;6;8;1;3;1;-2;1;1;1;0;1;1;1;0;0;0
gfx90a [0x989f];3;16;9;16;30000;0;4;8;1;5;1;-2;2;1;1;1;1;0;1;2;0;0
gfx90a [0x989f];3;16;10;10;30000;0;30;16;1;9;0;-1;2;0;1;0;1;0;1;0;0;0
gfx90a [0x989f];3;16;10;16;30000;0;5;8;1;5;1;-2;0;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;16;11;11;30000;0;25;8;1;4;1;0;-1;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;16;11;16;30000;0;30;8;1;14;1;-1;1;0;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;16;12;12;30000;0;5;8;1;1;1;1;2;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;16;12;16;30000;0;5;16;1;14;1;0;2;0;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;16;16;3;30000;0;24;16;1;11;1;-1;-2;0;0;0;1;0;0;2;0;0
gfx90a [0x989f];3;16;16;4;30000;0;24;16;1;1;1;0;2;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;16;16;5;30000;0;20;16;1;1;1;0;-2;1;0;0;1;1;2;2;1;0
gfx90a [0x989f];3;16;16;6;30000;0;25;8;1;15;1;-1;2;1;0;0;1;1;1;0;0;0
gfx90a [0x989f];3;16;16;7;30000;0;25;16;1;9;1;-2;2;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;16;16;8;30000;0;25;16;1;10;1;0;2;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;16;16;9;30000;0;25;8;1;6;1;-2;2;1;1;1;1;0;1;2;0;0
gfx90a [0x989f];3;16;16;10;30000;0;25;8;1;4;1;0;3;1;1;0;1;0;1;2;0;0
gfx90a [0x989f];3;16;16;11;30000;0;25;8;1;8;1;1;2;1;1;0;1;0;1;2;0;0
gfx90a [0x989f];3;16;16;12;30000;0;25;8;1;7;1;-2;-2;1;0;1;1;0;1;2;0;0
gfx90a [0x989f];3;16;16;16;30000;0;12;16;1;2;1;1;-1;0;1;1;1;1;2;0;1;0
gfx90a [0x989f];3;16;16;23;30000;0;4;8;1;4;1;0;-1;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;16;23;16;30000;0;40;8;1;4;1;-2;-1;1;1;1;1;0;1;2;0;0
gfx90a [0x989f];3;16;23;23;30000;0;50;8;1;15;1;-1;-1;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;17;17;17;30000;0;12;17;1;12;1;-2;-2;0;1;0;1;0;0;2;0;0
gfx90a [0x989f];3;17;17;23;30000;0;3;8;1;11;1;-1;1;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;17;17;32;30000;0;3;8;1;17;17;-1;-2;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;17;17;35;30000;0;3;8;1;17;17;-1;0;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;17;23;17;30000;0;15;17;1;1;1;-2;-2;0;0;0;1;0;2;2;0;0
gfx90a [0x989f];3;17;23;23;30000;0;24;17;1;1;1;-1;0;1;0;0;1;1;2;1;0;0
gfx90a [0x989f];3;17;32;17;30000;0;20;17;1;1;1;0;-2;1;0;0;1;1;2;0;0;0
gfx90a [0x989f];3;17;32;35;30000;0;3;8;1;11;1;1;1;0;1;0;1;0;1;0;1;0
gfx90a [0x989f];3;17;35;17;30000;0;25;17;1;5;1;-2;-1;1;1;0;1;0;1;2;0;0
gfx90a [0x989f];3;17;35;32;30000;0;3;17;1;16;1;0;0;1;1;0;1;0;1;2;0;0
gfx90a [0x989f];3;17;35;35;30000;0;20;17;1;1;1;1;0;1;1;1;1;0;0;0;0;0
gfx90a [0x989f];3;18;18;18;30000;0;4;8;1;6;1;-2;-2;0;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;18;18;23;30000;0;3;8;1;14;1;0;-2;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;18;23;18;30000;0;4;18;1;4;1;1;3;0;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;18;23;23;30000;0;4;8;1;16;1;0;3;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;19;19;19;30000;0;40;8;1;10;1;1;3;0;0;0;1;0;1;2;0;0
gfx90a [0x989f];3;19;19;23;30000;0;40;8;1;15;1;-1;-2;0;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;23;23;23;30000;0;4;8;1;22;23;-1;3;0;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;28;28;28;30000;0;3;28;1;28;28;-2;2;0;0;0;1;0;1;0;0;0
gfx90a [0x989f];3;32;32;32;30000;0;25;32;1;20;1;-2;0;0;1;0;1;0;2;0;0;0
gfx90a [0x989f];3;35;17;17;30000;0;15;35;1;29;1;1;0;0;1;0;1;0;2;1;0;0
gfx90a [0x989f];3;35;17;32;30000;0;20;35;1;1;1;0;-2;1;1;0;1;1;2;0;0;0
gfx90a [0x989f];3;35;17;35;30000;0;7;35;1;31;1;-2;4;1;0;0;1;1;1;2;1;0
gfx90a [0x989f];3;35;32;17;30000;0;39;35;1;35;1;1;4;0;1;1;1;1;1;0;0;0
gfx90a [0x989f];3;35;32;35;30000;0;3;35;1;31;1;-2;0;1;1;0;1;1;1;2;0;0
gfx90a [0x989f];3;35;35;17;30000;0;33;35;1;20;1;1;4;1;1;1;1;0;1;0;0;0
gfx90a [0x989f];3;35;35;32;30000;0;15;35;1;35;35;-2;0;0;1;0;1;1;2;2;0;0
gfx90a [0x989f];3;35;35;35;30000;0;2;35;1;30;0;1;-1;0;1;0;1;0;1;2;0;0
