DEVICE;TYPEID;M;N;K;S;GFLOPS;BS;BM;BN;BK;WS;WG;LU;NZ;AL;TB;TC;AP;AA;AB;AC
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;22;16;30000;0;9;16;1;1;0;1;1;1;1;1;1;0;3;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;22;22;30000;0;11;16;1;15;0;0;-2;0;1;0;1;1;3;1;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;24;5;30000;0;18;16;1;13;0;-2;-2;1;1;1;1;0;0;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;26;5;30000;0;19;16;1;7;0;1;-2;1;1;0;1;0;3;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;4;4;30000;0;16;17;1;7;0;-1;-1;0;1;0;1;0;0;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;4;5;30000;0;14;17;1;2;0;-1;1;0;1;0;1;1;3;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;4;13;30000;0;9;17;1;6;0;-1;0;1;1;0;1;0;3;2;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;4;17;30000;0;8;17;1;10;0;-2;0;1;1;0;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;4;32;30000;0;8;17;1;1;0;-2;2;0;1;0;1;1;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;5;4;30000;0;17;17;1;10;0;-1;-2;0;1;0;1;0;3;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;5;5;30000;0;16;17;1;15;0;-2;-2;1;1;0;1;0;3;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;5;13;30000;0;15;17;1;10;0;-1;-2;0;1;0;1;0;0;2;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;5;17;30000;0;8;17;1;10;0;-1;-2;0;1;1;1;0;0;3;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;5;32;30000;0;8;17;1;1;0;-1;-2;1;1;0;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;13;4;30000;0;15;17;1;16;0;1;-2;1;1;1;1;0;0;3;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;13;5;30000;0;19;17;1;2;0;-1;0;1;1;0;1;0;3;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;13;13;30000;0;14;17;1;7;0;-1;-2;0;1;0;1;1;0;3;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;13;17;30000;0;8;17;1;16;0;-1;0;1;1;0;1;1;0;2;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;13;32;30000;0;8;17;1;1;0;-1;-2;1;1;0;1;1;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;17;4;30000;0;21;17;1;11;0;1;-2;0;1;1;1;0;3;0;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;17;5;30000;0;22;17;1;7;0;-2;2;0;1;0;1;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;17;13;30000;0;41;17;1;7;0;0;-2;0;1;0;1;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;17;17;30000;0;4;17;1;6;0;1;-1;0;1;0;1;1;3;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;17;32;30000;0;8;17;1;4;0;-2;2;1;1;0;1;0;3;2;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;32;4;30000;0;26;17;1;12;0;0;-2;1;1;0;1;1;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;32;5;30000;0;21;17;1;11;0;-1;-2;1;1;0;1;1;3;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;32;13;30000;0;22;17;1;5;0;-1;2;0;1;0;1;0;3;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;32;17;30000;0;41;17;1;11;0;-1;1;1;1;0;1;1;1;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;32;32;30000;0;11;17;1;1;0;0;1;1;0;1;1;1;3;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;20;20;20;30000;0;3;20;1;16;0;-1;0;1;1;1;1;1;3;0;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;9;9;30000;0;9;22;1;6;0;-1;0;1;1;0;1;0;0;3;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;9;16;30000;0;23;22;1;11;0;-1;2;0;1;0;1;1;1;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;9;22;30000;0;8;22;1;11;0;-1;2;0;1;0;1;1;3;0;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;9;32;30000;0;8;22;1;1;0;-1;2;0;1;0;1;1;0;0;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;16;9;30000;0;19;22;1;4;0;-2;2;1;1;1;1;0;1;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;16;16;30000;0;9;22;1;21;0;-2;0;0;1;1;1;1;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;16;22;30000;0;9;22;1;10;0;-2;-1;0;1;0;1;1;0;0;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;22;9;30000;0;42;22;1;11;0;0;2;0;1;0;1;0;1;3;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;22;16;30000;0;15;22;1;1;0;-1;1;0;1;0;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;22;22;30000;0;15;22;1;1;0;-2;0;0;0;1;1;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;22;32;30000;0;16;22;1;1;0;-1;0;1;0;0;1;1;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;32;9;30000;0;30;22;1;14;0;-2;0;1;0;1;1;0;0;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;32;22;30000;0;15;22;1;21;0;0;0;1;0;0;1;0;1;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;32;32;30000;0;8;22;1;1;0;-1;1;1;1;0;1;0;1;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;23;23;23;30000;0;8;23;1;1;0;-1;1;1;0;0;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;5;5;30000;0;16;24;1;11;0;-2;2;1;0;1;1;1;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;5;13;30000;0;8;24;1;6;0;-1;0;0;1;1;1;1;3;2;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;5;16;30000;0;8;24;1;14;0;-1;0;0;1;0;1;1;3;3;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;13;5;30000;0;19;24;1;13;0;-2;-2;1;1;0;1;0;3;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;16;5;30000;0;27;24;1;1;0;-1;0;0;1;0;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;24;24;30000;0;13;24;1;13;0;0;-2;0;0;0;1;0;2;3;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;24;26;30000;0;11;24;1;9;0;0;0;0;0;0;1;1;1;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;24;32;30000;0;8;24;1;1;0;-1;1;0;1;1;1;1;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;26;24;30000;0;8;24;1;1;0;-2;1;1;0;0;1;1;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;26;26;30000;0;11;24;1;24;0;-1;0;0;0;0;1;1;2;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;26;32;30000;0;8;24;1;1;0;-1;1;0;0;1;1;0;1;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;32;24;30000;0;11;24;1;6;0;1;-1;0;0;1;1;0;1;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;32;26;30000;0;9;24;1;15;0;-2;-1;0;0;0;1;1;2;0;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;32;32;30000;0;17;24;1;21;0;0;0;0;0;0;1;1;1;3;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;4;4;30000;0;15;25;1;9;0;-1;-2;1;1;0;1;1;0;1;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;4;5;30000;0;12;25;1;4;0;-1;1;0;1;0;1;0;0;3;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;5;4;30000;0;16;25;1;18;0;-2;-1;0;1;0;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;25;25;30000;0;8;25;1;1;0;-1;1;1;0;0;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;4;4;30000;0;15;26;1;15;0;-1;0;0;1;1;1;1;0;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;5;30000;0;14;26;1;6;0;-1;0;0;0;0;1;0;0;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;13;30000;0;15;26;1;16;0;-1;0;0;0;1;1;0;3;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;16;30000;0;15;26;1;15;0;-1;-2;0;0;0;1;0;3;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;13;5;30000;0;20;26;1;3;0;-2;2;1;1;1;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;16;5;30000;0;22;26;1;8;0;-2;1;1;1;0;1;1;3;2;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;24;24;30000;0;11;26;1;23;0;-2;-2;1;0;0;1;0;2;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;24;26;30000;0;8;26;1;1;0;-2;1;0;0;1;1;1;1;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;24;32;30000;0;5;26;1;15;0;-1;0;1;0;0;1;1;1;3;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;26;24;30000;0;8;26;1;1;0;-1;1;0;1;0;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;26;26;30000;0;14;26;1;1;0;-2;1;1;0;1;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;26;32;30000;0;15;26;1;1;0;1;1;1;0;1;1;1;3;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;32;24;30000;0;8;26;1;14;0;-1;0;1;0;0;1;1;2;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;32;26;30000;0;12;26;1;25;0;0;-2;1;0;0;1;1;1;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;32;32;30000;0;15;26;1;1;0;0;1;1;0;0;1;1;0;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;28;4;4;30000;0;11;28;1;28;0;-1;-2;1;1;1;1;1;0;2;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;28;28;28;30000;0;15;28;1;1;0;0;2;0;0;0;1;1;3;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;30;30;30;30000;0;9;30;1;1;0;-1;1;1;0;0;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;4;4;30000;0;12;32;1;22;0;-1;0;0;0;0;1;0;0;1;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;4;5;30000;0;8;32;1;22;0;-1;-1;0;0;0;1;0;3;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;4;13;30000;0;8;32;1;1;0;-1;-1;0;0;0;1;0;3;0;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;4;17;30000;0;8;32;1;1;0;-2;-1;0;0;0;1;0;3;2;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;4;32;30000;0;8;32;1;1;0;-1;-2;0;0;0;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;5;4;30000;0;13;32;1;4;0;-1;-1;0;1;0;1;1;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;5;5;30000;0;12;32;1;9;0;-1;-1;0;1;0;1;0;0;2;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;5;13;30000;0;9;32;1;22;0;-2;-2;0;1;0;1;0;3;0;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;5;17;30000;0;8;32;1;22;0;-1;2;0;1;1;1;1;0;3;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;5;32;30000;0;8;32;1;20;0;-1;-1;1;1;0;1;1;0;0;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;13;4;30000;0;22;32;1;3;0;-1;1;0;1;0;1;0;1;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;13;5;30000;0;22;32;1;18;0;-1;-1;0;1;1;1;1;0;1;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;13;13;30000;0;21;32;1;30;0;-1;0;1;1;0;1;1;0;3;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;13;17;30000;0;9;32;1;10;0;-2;2;1;1;0;1;1;0;3;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;13;32;30000;0;9;32;1;19;0;-2;2;0;1;1;1;0;3;3;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;17;4;30000;0;41;32;1;30;0;0;-1;0;1;1;1;1;0;0;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;17;5;30000;0;44;32;1;15;0;-2;2;0;1;1;1;0;1;0;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;17;13;30000;0;12;32;1;14;0;0;1;0;1;0;1;0;1;0;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;17;17;30000;0;16;32;1;20;0;1;-1;0;1;1;1;1;2;2;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;17;32;30000;0;2;32;1;1;0;-2;0;0;0;0;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;24;24;30000;0;15;32;1;1;0;0;1;0;0;0;1;1;3;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;24;26;30000;0;16;32;1;1;0;1;1;1;0;0;1;0;3;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;24;32;30000;0;15;32;1;1;0;0;1;1;0;0;1;0;3;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;26;24;30000;0;15;32;1;1;0;1;1;0;0;1;1;1;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;26;26;30000;0;15;32;1;1;0;-2;1;0;0;1;1;1;3;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;26;32;30000;0;15;32;1;1;0;-2;1;0;0;1;1;1;3;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;32;4;30000;0;17;32;1;19;0;-1;-2;0;1;1;1;1;2;1;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;32;5;30000;0;23;32;1;15;0;-2;0;0;1;0;1;1;3;3;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;32;9;30000;0;26;32;1;2;0;0;-1;1;0;1;1;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;32;13;30000;0;13;32;1;7;0;-2;2;0;1;1;1;1;2;0;2
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;32;17;30000;0;11;32;1;1;0;-1;1;1;1;1;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;32;22;30000;0;11;32;1;1;0;-1;1;0;1;1;1;1;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;32;24;30000;0;8;32;1;1;0;-2;1;0;1;0;1;1;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;32;26;30000;0;9;32;1;1;0;-2;1;1;0;0;1;1;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;32;32;32;30000;0;8;32;1;1;0;-1;1;0;0;0;1;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;35;35;35;30000;0;30;35;1;1;0;0;2;1;0;1;1;1;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;36;36;36;30000;0;9;2;3;1;0;1;1;1;0;0;1;0;0;1;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;40;40;40;30000;0;8;5;1;1;0;0;1;1;0;0;1;1;1;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;45;45;45;30000;0;11;45;1;1;0;0;1;1;0;1;1;0;2;3;0
