DEVICE;TYPEID;M;N;K;S;GFLOPS;BS;BM;BN;BK;WS;WG;LU;NZ;AL;TB;TC;AP;AA;AB;AC
NVIDIA H100 PCIe [0xa32d];3;16;9;9;30000;0;17;16;1;3;0;-2;1;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;16;9;16;30000;0;1;16;1;3;0;-1;1;1;0;1;0;0;3;0;2
NVIDIA H100 PCIe [0xa32d];3;16;9;22;30000;0;17;16;1;6;0;0;-2;1;0;0;1;1;1;3;0
NVIDIA H100 PCIe [0xa32d];3;16;16;9;30000;0;17;16;1;10;0;1;-1;1;0;0;1;1;1;3;0
NVIDIA H100 PCIe [0xa32d];3;16;16;16;30000;0;14;16;1;4;0;-2;0;0;0;0;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;16;16;22;30000;0;25;16;1;5;0;-2;-1;1;0;0;1;1;1;3;0
NVIDIA H100 PCIe [0xa32d];3;16;22;9;30000;0;17;16;1;3;0;1;1;1;0;1;1;1;2;3;0
NVIDIA H100 PCIe [0xa32d];3;16;22;16;30000;0;9;16;1;13;0;1;-2;1;0;1;1;1;2;3;0
NVIDIA H100 PCIe [0xa32d];3;16;22;22;30000;0;15;16;1;16;0;0;-2;0;0;1;1;0;2;3;0
NVIDIA H100 PCIe [0xa32d];3;17;4;4;30000;0;14;17;1;13;0;-2;0;1;0;0;1;0;0;0;2
NVIDIA H100 PCIe [0xa32d];3;17;4;5;30000;0;11;17;1;16;0;1;0;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;4;13;30000;0;1;17;1;8;0;-2;1;0;0;0;0;0;3;3;0
NVIDIA H100 PCIe [0xa32d];3;17;4;17;30000;0;1;17;1;9;0;1;0;1;0;0;0;1;0;3;1
NVIDIA H100 PCIe [0xa32d];3;17;4;32;30000;0;1;17;1;3;0;-1;0;1;0;1;1;0;3;3;2
NVIDIA H100 PCIe [0xa32d];3;17;5;4;30000;0;14;17;1;4;0;-2;2;0;0;1;1;1;1;0;0
NVIDIA H100 PCIe [0xa32d];3;17;5;5;30000;0;1;17;1;4;0;-2;1;0;0;1;0;0;3;0;2
NVIDIA H100 PCIe [0xa32d];3;17;5;13;30000;0;1;17;1;7;0;1;-1;0;0;1;1;0;3;3;0
NVIDIA H100 PCIe [0xa32d];3;17;5;17;30000;0;1;17;1;5;0;-1;-2;1;0;0;1;0;1;3;1
NVIDIA H100 PCIe [0xa32d];3;17;5;32;30000;0;1;17;1;2;0;1;1;0;0;0;1;0;2;3;0
NVIDIA H100 PCIe [0xa32d];3;17;13;4;30000;0;19;17;1;5;0;1;1;1;0;1;1;0;0;3;2
NVIDIA H100 PCIe [0xa32d];3;17;13;5;30000;0;18;17;1;17;0;1;-2;0;0;0;1;1;2;3;0
NVIDIA H100 PCIe [0xa32d];3;17;13;13;30000;0;12;17;1;17;0;0;-1;0;0;1;1;0;1;3;0
NVIDIA H100 PCIe [0xa32d];3;17;13;17;30000;0;10;17;1;15;0;-2;-2;1;0;0;1;1;2;3;2
NVIDIA H100 PCIe [0xa32d];3;17;13;32;30000;0;22;17;1;4;0;0;-2;0;0;0;1;1;2;3;0
NVIDIA H100 PCIe [0xa32d];3;17;17;4;30000;0;24;17;1;11;0;-2;-2;0;0;0;1;0;2;3;0
NVIDIA H100 PCIe [0xa32d];3;17;17;5;30000;0;24;17;1;5;0;1;0;0;0;0;1;0;2;3;0
NVIDIA H100 PCIe [0xa32d];3;17;17;13;30000;0;22;17;1;17;0;-1;0;0;0;0;1;0;1;3;0
NVIDIA H100 PCIe [0xa32d];3;17;17;17;30000;0;24;17;1;14;0;0;-1;0;0;0;1;0;1;3;0
NVIDIA H100 PCIe [0xa32d];3;17;17;32;30000;0;11;17;1;9;0;1;-1;0;0;0;1;0;2;3;0
NVIDIA H100 PCIe [0xa32d];3;17;32;4;30000;0;18;17;1;8;0;1;1;1;0;0;1;0;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;32;5;30000;0;18;17;1;13;0;-1;-2;1;0;0;1;1;1;0;0
NVIDIA H100 PCIe [0xa32d];3;17;32;13;30000;0;15;17;1;4;0;0;0;1;0;1;1;1;1;3;0
NVIDIA H100 PCIe [0xa32d];3;17;32;17;30000;0;15;17;1;16;0;1;0;0;0;0;1;0;1;0;0
NVIDIA H100 PCIe [0xa32d];3;17;32;32;30000;0;22;17;1;11;0;0;-2;0;0;0;1;1;2;3;0
NVIDIA H100 PCIe [0xa32d];3;20;20;20;30000;0;10;20;1;13;0;-1;-1;1;0;0;1;1;2;3;0
NVIDIA H100 PCIe [0xa32d];3;22;9;9;30000;0;17;22;1;9;0;0;1;0;0;0;1;1;1;0;0
NVIDIA H100 PCIe [0xa32d];3;22;9;16;30000;0;10;22;1;17;0;1;0;0;0;0;1;1;2;0;2
NVIDIA H100 PCIe [0xa32d];3;22;9;22;30000;0;14;22;1;21;0;1;0;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;22;9;32;30000;0;1;22;1;3;0;0;-1;0;0;0;1;0;3;3;0
NVIDIA H100 PCIe [0xa32d];3;22;16;9;30000;0;13;22;1;11;0;-1;1;1;0;0;1;0;1;1;0
NVIDIA H100 PCIe [0xa32d];3;22;16;16;30000;0;17;22;1;11;0;-1;0;1;0;1;1;1;2;3;0
NVIDIA H100 PCIe [0xa32d];3;22;16;22;30000;0;22;22;1;3;0;-1;0;0;0;0;1;0;2;3;0
NVIDIA H100 PCIe [0xa32d];3;22;22;9;30000;0;13;22;1;4;0;-2;2;1;0;1;1;0;2;3;0
NVIDIA H100 PCIe [0xa32d];3;22;22;16;30000;0;14;22;1;7;0;-1;-1;1;0;0;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;22;22;22;30000;0;24;22;1;9;0;0;-1;0;0;1;1;1;2;3;0
NVIDIA H100 PCIe [0xa32d];3;22;22;32;30000;0;33;22;1;17;0;1;-2;0;0;0;1;1;2;3;0
NVIDIA H100 PCIe [0xa32d];3;23;23;23;30000;0;22;23;1;23;0;-1;-1;0;0;0;1;1;1;3;0
NVIDIA H100 PCIe [0xa32d];3;24;24;24;30000;0;18;24;1;20;0;-2;-2;0;0;0;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;25;4;4;30000;0;1;25;1;16;0;-1;-2;0;0;0;0;0;3;2;0
NVIDIA H100 PCIe [0xa32d];3;25;4;5;30000;0;1;25;1;3;0;1;-2;1;0;1;1;1;3;3;2
NVIDIA H100 PCIe [0xa32d];3;25;5;4;30000;0;13;25;1;9;0;0;0;0;0;0;1;0;1;0;0
NVIDIA H100 PCIe [0xa32d];3;25;25;25;30000;0;26;25;1;10;0;-1;-1;1;0;0;1;1;1;3;0
NVIDIA H100 PCIe [0xa32d];3;26;4;4;30000;0;12;26;1;4;0;1;-2;0;0;1;1;0;3;0;2
NVIDIA H100 PCIe [0xa32d];3;28;4;4;30000;0;1;28;1;26;0;-2;0;1;0;1;1;1;3;3;2
NVIDIA H100 PCIe [0xa32d];3;28;28;28;30000;0;24;28;1;18;0;1;0;1;0;1;1;1;2;0;2
NVIDIA H100 PCIe [0xa32d];3;30;30;30;30000;0;11;30;1;19;0;0;0;0;0;0;1;0;2;0;2
NVIDIA H100 PCIe [0xa32d];3;32;4;4;30000;0;17;32;1;17;0;1;-2;0;0;1;1;0;1;3;0
NVIDIA H100 PCIe [0xa32d];3;32;4;5;30000;0;1;32;1;13;0;-1;1;0;0;0;0;1;3;1;2
NVIDIA H100 PCIe [0xa32d];3;32;4;13;30000;0;1;32;1;12;0;-1;-1;0;0;0;1;1;3;0;1
NVIDIA H100 PCIe [0xa32d];3;32;4;17;30000;0;1;32;1;25;0;-2;-1;0;0;0;0;0;3;3;2
NVIDIA H100 PCIe [0xa32d];3;32;4;32;30000;0;1;32;1;15;0;0;-2;0;0;0;1;0;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;5;4;30000;0;17;32;1;6;0;0;1;0;0;0;1;1;1;3;0
NVIDIA H100 PCIe [0xa32d];3;32;5;5;30000;0;18;32;1;24;0;-2;-1;0;0;0;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;5;13;30000;0;1;32;1;29;0;0;0;0;0;0;1;0;1;3;0
NVIDIA H100 PCIe [0xa32d];3;32;5;17;30000;0;1;32;1;21;0;-1;1;0;0;0;1;0;3;3;2
NVIDIA H100 PCIe [0xa32d];3;32;5;32;30000;0;24;32;1;32;0;1;-2;1;0;0;1;1;2;0;2
NVIDIA H100 PCIe [0xa32d];3;32;13;4;30000;0;18;32;1;29;0;0;-1;1;0;0;1;1;1;0;0
NVIDIA H100 PCIe [0xa32d];3;32;13;5;30000;0;18;32;1;9;0;1;-2;1;0;0;1;1;1;0;0
NVIDIA H100 PCIe [0xa32d];3;32;13;13;30000;0;22;32;1;26;0;1;-1;0;0;0;1;1;2;3;0
NVIDIA H100 PCIe [0xa32d];3;32;13;17;30000;0;24;32;1;21;0;-2;-1;1;0;0;1;0;1;3;0
NVIDIA H100 PCIe [0xa32d];3;32;13;32;30000;0;5;32;1;19;0;-1;-2;1;0;0;1;0;2;3;2
NVIDIA H100 PCIe [0xa32d];3;32;17;4;30000;0;17;32;1;9;0;1;-1;0;0;0;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;17;5;30000;0;18;32;1;9;0;-2;-2;1;0;0;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;17;13;30000;0;22;32;1;5;0;-2;-2;1;0;1;1;1;2;3;0
NVIDIA H100 PCIe [0xa32d];3;32;17;17;30000;0;22;32;1;8;0;1;0;1;0;0;1;1;2;3;0
NVIDIA H100 PCIe [0xa32d];3;32;17;32;30000;0;4;32;1;25;0;1;0;0;0;0;1;0;2;3;0
NVIDIA H100 PCIe [0xa32d];3;32;32;4;30000;0;37;32;1;21;0;0;0;0;0;1;1;0;2;3;0
NVIDIA H100 PCIe [0xa32d];3;32;32;5;30000;0;33;32;1;11;0;0;-1;1;0;0;1;1;1;1;0
NVIDIA H100 PCIe [0xa32d];3;32;32;13;30000;0;34;32;1;7;0;0;0;1;0;1;1;0;1;3;0
NVIDIA H100 PCIe [0xa32d];3;32;32;17;30000;0;24;32;1;32;0;-1;0;1;0;1;1;0;1;3;0
NVIDIA H100 PCIe [0xa32d];3;32;32;32;30000;0;22;32;1;18;0;1;-2;1;0;0;1;1;2;3;0
NVIDIA H100 PCIe [0xa32d];3;35;35;35;30000;0;27;35;1;35;0;1;0;0;0;0;1;0;1;3;0
NVIDIA H100 PCIe [0xa32d];3;36;36;36;30000;0;17;36;1;36;0;0;0;0;0;0;1;0;1;3;0
NVIDIA H100 PCIe [0xa32d];3;40;40;40;30000;0;8;40;1;30;0;-1;0;0;0;0;1;0;2;3;0
